class,person,video,path,processed
I am Reading,person8,reading_1_aug_12.mp4,/content/drive/MyDrive/all dataset/I am Reading/person8/reading_1_aug_12.mp4,0
I am Reading,person8,reading_1_aug_13.mp4,/content/drive/MyDrive/all dataset/I am Reading/person8/reading_1_aug_13.mp4,0
I am Reading,person8,reading_1_aug_14.mp4,/content/drive/MyDrive/all dataset/I am Reading/person8/reading_1_aug_14.mp4,0
I am Reading,person8,reading_1_aug1.mp4,/content/drive/MyDrive/all dataset/I am Reading/person8/reading_1_aug1.mp4,0
I am Reading,person8,reading_1_aug_9c8b14ab.mp4,/content/drive/MyDrive/all dataset/I am Reading/person8/reading_1_aug_9c8b14ab.mp4,0
I am Reading,person8,reading_1_aug_0e9f6fe0.mp4,/content/drive/MyDrive/all dataset/I am Reading/person8/reading_1_aug_0e9f6fe0.mp4,0
I am Reading,person8,reading_1_aug_fd0e3482.mp4,/content/drive/MyDrive/all dataset/I am Reading/person8/reading_1_aug_fd0e3482.mp4,0
I am Reading,person8,reading_1_aug_58195676.mp4,/content/drive/MyDrive/all dataset/I am Reading/person8/reading_1_aug_58195676.mp4,0
I am Reading,person8,reading_1_aug_636974fe.mp4,/content/drive/MyDrive/all dataset/I am Reading/person8/reading_1_aug_636974fe.mp4,0
I am Reading,person8,reading_1_aug_8ffc0c74.mp4,/content/drive/MyDrive/all dataset/I am Reading/person8/reading_1_aug_8ffc0c74.mp4,0
I am Reading,person8,reading_1_aug_2c4492ac.mp4,/content/drive/MyDrive/all dataset/I am Reading/person8/reading_1_aug_2c4492ac.mp4,0
I am Reading,person8,reading_1_aug_af74c8b5.mp4,/content/drive/MyDrive/all dataset/I am Reading/person8/reading_1_aug_af74c8b5.mp4,0
I am Reading,person8,reading_1_aug_a32a1447.mp4,/content/drive/MyDrive/all dataset/I am Reading/person8/reading_1_aug_a32a1447.mp4,0
I am Reading,person9,reading_1.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1.mp4,0
I am Reading,person9,reading_1_aug_3.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_3.mp4,0
I am Reading,person9,reading_1_aug_4.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_4.mp4,0
I am Reading,person9,reading_1_aug_5.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_5.mp4,0
I am Reading,person9,reading_1_aug_6.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_6.mp4,0
I am Reading,person9,reading_1_aug_7.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_7.mp4,0
I am Reading,person9,reading_1_aug_9.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_9.mp4,0
I am Reading,person9,reading_1_aug_10.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_10.mp4,0
I am Reading,person9,reading_1_aug_13.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_13.mp4,0
I am Reading,person9,reading_1_aug_14.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_14.mp4,0
I am Reading,person9,reading_1_aug1.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug1.mp4,0
I am Reading,person9,reading_1_aug_e88f0510.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_e88f0510.mp4,0
I am Reading,person9,reading_1_aug_e7fa1d38.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_e7fa1d38.mp4,0
I am Reading,person9,reading_1_aug_d1e4ee4d.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_d1e4ee4d.mp4,0
I am Reading,person9,reading_1_aug_76af727a.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_76af727a.mp4,0
I am Reading,person9,reading_1_aug_7dac16d2.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_7dac16d2.mp4,0
I am Reading,person9,reading_1_aug_6adad7fc.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_6adad7fc.mp4,0
I am Reading,person9,reading_1_aug_614e59f0.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_614e59f0.mp4,0
I am Reading,person9,reading_1_aug_a096dccf.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_a096dccf.mp4,0
I am Reading,person9,reading_1_aug_05b06079.mp4,/content/drive/MyDrive/all dataset/I am Reading/person9/reading_1_aug_05b06079.mp4,0
I am doing bath,person6,bath_77.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_77.mp4,0
I am doing bath,person6,bath_75.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_75.mp4,0
I am doing bath,person6,bath_85.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_85.mp4,0
I am doing bath,person6,bath_82.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_82.mp4,0
I am doing bath,person6,bath_83.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_83.mp4,0
I am doing bath,person6,bath_84.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_84.mp4,0
I am doing bath,person6,bath_79.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_79.mp4,0
I am doing bath,person6,bath_76.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_76.mp4,0
I am doing bath,person6,bath_86.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_86.mp4,0
I am doing bath,person6,bath_80.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_80.mp4,0
I am doing bath,person6,bath_75_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_75_aug1.mp4,0
I am doing bath,person6,bath_76_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_76_aug1.mp4,0
I am doing bath,person6,bath_77_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_77_aug1.mp4,0
I am doing bath,person6,bath_79_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_79_aug1.mp4,0
I am doing bath,person6,bath_80_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_80_aug1.mp4,0
I am doing bath,person6,bath_82_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_82_aug1.mp4,0
I am doing bath,person6,bath_83_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_83_aug1.mp4,0
I am doing bath,person6,bath_84_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_84_aug1.mp4,0
I am doing bath,person6,bath_85_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_85_aug1.mp4,0
I am doing bath,person6,bath_86_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person6/bath_86_aug1.mp4,0
I am doing bath,person7,bath_89.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_89.mp4,0
I am doing bath,person7,bath_88.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_88.mp4,0
I am doing bath,person7,bath_94.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_94.mp4,0
I am doing bath,person7,bath_99.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_99.mp4,0
I am doing bath,person7,bath_92.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_92.mp4,0
I am doing bath,person7,bath_96.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_96.mp4,0
I am doing bath,person7,bath_93.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_93.mp4,0
I am doing bath,person7,bath_91.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_91.mp4,0
I am doing bath,person7,bath_90.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_90.mp4,0
I am doing bath,person7,bath_98.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_98.mp4,0
I am doing bath,person7,bath_88_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_88_aug1.mp4,0
I am doing bath,person7,bath_89_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_89_aug1.mp4,0
I am doing bath,person7,bath_90_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_90_aug1.mp4,0
I am doing bath,person7,bath_91_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_91_aug1.mp4,0
I am doing bath,person7,bath_92_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_92_aug1.mp4,0
I am doing bath,person7,bath_93_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_93_aug1.mp4,0
I am doing bath,person7,bath_94_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_94_aug1.mp4,0
I am doing bath,person7,bath_96_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_96_aug1.mp4,0
I am doing bath,person7,bath_98_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_98_aug1.mp4,0
I am doing bath,person7,bath_99_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person7/bath_99_aug1.mp4,0
I am doing bath,person8,bath_109.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_109.mp4,0
I am doing bath,person8,bath_104.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_104.mp4,0
I am doing bath,person8,bath_106.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_106.mp4,0
I am doing bath,person8,bath_102.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_102.mp4,0
I am doing bath,person8,bath_111.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_111.mp4,0
I am doing bath,person8,bath_103.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_103.mp4,0
I am doing bath,person8,bath_110.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_110.mp4,0
I am doing bath,person8,bath_108.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_108.mp4,0
I am doing bath,person8,bath_107.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_107.mp4,0
I am doing bath,person8,bath_112.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_112.mp4,0
I am doing bath,person8,bath_102_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_102_aug1.mp4,0
I am doing bath,person8,bath_103_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_103_aug1.mp4,0
I am doing bath,person8,bath_104_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_104_aug1.mp4,0
I am doing bath,person8,bath_106_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_106_aug1.mp4,0
I am doing bath,person8,bath_107_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_107_aug1.mp4,0
I am doing bath,person8,bath_108_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_108_aug1.mp4,0
I am doing bath,person8,bath_109_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_109_aug1.mp4,0
I am doing bath,person8,bath_110_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_110_aug1.mp4,0
I am doing bath,person8,bath_111_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_111_aug1.mp4,0
I am doing bath,person8,bath_112_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person8/bath_112_aug1.mp4,0
I am doing bath,person5,bath_66.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_66.mp4,0
I am doing bath,person5,bath_71.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_71.mp4,0
I am doing bath,person5,bath_62.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_62.mp4,0
I am doing bath,person5,bath_69.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_69.mp4,0
I am doing bath,person5,bath_67.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_67.mp4,0
I am doing bath,person5,bath_68.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_68.mp4,0
I am doing bath,person5,bath_72.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_72.mp4,0
I am doing bath,person5,bath_64.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_64.mp4,0
I am doing bath,person5,bath_63.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_63.mp4,0
I am doing bath,person5,bath_62_1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_62_1.mp4,0
I am doing bath,person5,bath_62_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_62_aug1.mp4,0
I am doing bath,person5,bath_62_1_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_62_1_aug1.mp4,0
I am doing bath,person5,bath_63_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_63_aug1.mp4,0
I am doing bath,person5,bath_64_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_64_aug1.mp4,0
I am doing bath,person5,bath_66_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_66_aug1.mp4,0
I am doing bath,person5,bath_67_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_67_aug1.mp4,0
I am doing bath,person5,bath_68_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_68_aug1.mp4,0
I am doing bath,person5,bath_69_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_69_aug1.mp4,0
I am doing bath,person5,bath_71_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_71_aug1.mp4,0
I am doing bath,person5,bath_72_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person5/bath_72_aug1.mp4,0
I am doing bath,person1,bath_11.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_11.mp4,0
I am doing bath,person1,bath_10.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_10.mp4,0
I am doing bath,person1,bath_15.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_15.mp4,0
I am doing bath,person1,bath_19.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_19.mp4,0
I am doing bath,person1,bath_12.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_12.mp4,0
I am doing bath,person1,bath_20.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_20.mp4,0
I am doing bath,person1,bath_18.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_18.mp4,0
I am doing bath,person1,bath_14.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_14.mp4,0
I am doing bath,person1,bath_16.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_16.mp4,0
I am doing bath,person1,bath_17.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_17.mp4,0
I am doing bath,person1,bath_10_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_10_aug1.mp4,0
I am doing bath,person1,bath_11_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_11_aug1.mp4,0
I am doing bath,person1,bath_12_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_12_aug1.mp4,0
I am doing bath,person1,bath_14_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_14_aug1.mp4,0
I am doing bath,person1,bath_15_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_15_aug1.mp4,0
I am doing bath,person1,bath_16_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_16_aug1.mp4,0
I am doing bath,person1,bath_17_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_17_aug1.mp4,0
I am doing bath,person1,bath_18_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_18_aug1.mp4,0
I am doing bath,person1,bath_19_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_19_aug1.mp4,0
I am doing bath,person1,bath_20_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person1/bath_20_aug1.mp4,0
I am doing bath,person4,bath_54.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_54.mp4,0
I am doing bath,person4,bath_50.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_50.mp4,0
I am doing bath,person4,bath_58.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_58.mp4,0
I am doing bath,person4,bath_56.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_56.mp4,0
I am doing bath,person4,bath_60.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_60.mp4,0
I am doing bath,person4,bath_57.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_57.mp4,0
I am doing bath,person4,bath_55.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_55.mp4,0
I am doing bath,person4,bath_49.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_49.mp4,0
I am doing bath,person4,bath_53.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_53.mp4,0
I am doing bath,person4,bath_51.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_51.mp4,0
I am doing bath,person4,bath_49_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_49_aug1.mp4,0
I am doing bath,person4,bath_50_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_50_aug1.mp4,0
I am doing bath,person4,bath_51_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_51_aug1.mp4,0
I am doing bath,person4,bath_53_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_53_aug1.mp4,0
I am doing bath,person4,bath_54_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_54_aug1.mp4,0
I am doing bath,person4,bath_55_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_55_aug1.mp4,0
I am doing bath,person4,bath_56_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_56_aug1.mp4,0
I am doing bath,person4,bath_57_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_57_aug1.mp4,0
I am doing bath,person4,bath_58_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_58_aug1.mp4,0
I am doing bath,person4,bath_60_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person4/bath_60_aug1.mp4,0
I am doing bath,person9,bath_119.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_119.mp4,0
I am doing bath,person9,bath_115.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_115.mp4,0
I am doing bath,person9,bath_118.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_118.mp4,0
I am doing bath,person9,bath_122.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_122.mp4,0
I am doing bath,person9,bath_121.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_121.mp4,0
I am doing bath,person9,bath_114.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_114.mp4,0
I am doing bath,person9,bath_117.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_117.mp4,0
I am doing bath,person9,bath_124.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_124.mp4,0
I am doing bath,person9,bath_125.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_125.mp4,0
I am doing bath,person9,bath_123.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_123.mp4,0
I am doing bath,person9,bath_114_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_114_aug1.mp4,0
I am doing bath,person9,bath_115_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_115_aug1.mp4,0
I am doing bath,person9,bath_117_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_117_aug1.mp4,0
I am doing bath,person9,bath_118_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_118_aug1.mp4,0
I am doing bath,person9,bath_119_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_119_aug1.mp4,0
I am doing bath,person9,bath_121_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_121_aug1.mp4,0
I am doing bath,person9,bath_122_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_122_aug1.mp4,0
I am doing bath,person9,bath_123_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_123_aug1.mp4,0
I am doing bath,person9,bath_124_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_124_aug1.mp4,0
I am doing bath,person9,bath_125_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person9/bath_125_aug1.mp4,0
I am doing bath,person2,bath_33.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_33.mp4,0
I am doing bath,person2,bath_30.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_30.mp4,0
I am doing bath,person2,bath_26.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_26.mp4,0
I am doing bath,person2,bath_34.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_34.mp4,0
I am doing bath,person2,bath_27.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_27.mp4,0
I am doing bath,person2,bath_28.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_28.mp4,0
I am doing bath,person2,bath_25.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_25.mp4,0
I am doing bath,person2,bath_24.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_24.mp4,0
I am doing bath,person2,bath_29.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_29.mp4,0
I am doing bath,person2,bath_23.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_23.mp4,0
I am doing bath,person2,bath_23_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_23_aug1.mp4,0
I am doing bath,person2,bath_24_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_24_aug1.mp4,0
I am doing bath,person2,bath_25_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_25_aug1.mp4,0
I am doing bath,person2,bath_26_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_26_aug1.mp4,0
I am doing bath,person2,bath_27_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_27_aug1.mp4,0
I am doing bath,person2,bath_28_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_28_aug1.mp4,0
I am doing bath,person2,bath_29_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_29_aug1.mp4,0
I am doing bath,person2,bath_30_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_30_aug1.mp4,0
I am doing bath,person2,bath_33_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_33_aug1.mp4,0
I am doing bath,person2,bath_34_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person2/bath_34_aug1.mp4,0
I am doing bath,person3,bath_46.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_46.mp4,0
I am doing bath,person3,bath_38.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_38.mp4,0
I am doing bath,person3,bath_42.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_42.mp4,0
I am doing bath,person3,bath_40.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_40.mp4,0
I am doing bath,person3,bath_41.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_41.mp4,0
I am doing bath,person3,bath_43.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_43.mp4,0
I am doing bath,person3,bath_45.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_45.mp4,0
I am doing bath,person3,bath_39.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_39.mp4,0
I am doing bath,person3,bath_47.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_47.mp4,0
I am doing bath,person3,bath_37.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_37.mp4,0
I am doing bath,person3,bath_37_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_37_aug1.mp4,0
I am doing bath,person3,bath_38_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_38_aug1.mp4,0
I am doing bath,person3,bath_39_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_39_aug1.mp4,0
I am doing bath,person3,bath_40_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_40_aug1.mp4,0
I am doing bath,person3,bath_41_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_41_aug1.mp4,0
I am doing bath,person3,bath_43_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_43_aug1.mp4,0
I am doing bath,person3,bath_42_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_42_aug1.mp4,0
I am doing bath,person3,bath_45_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_45_aug1.mp4,0
I am doing bath,person3,bath_46_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_46_aug1.mp4,0
I am doing bath,person3,bath_47_aug1.mp4,/content/drive/MyDrive/all dataset/I am doing bath/person3/bath_47_aug1.mp4,0
I am taking medicine,person1,medicine_1.mp4,/content/drive/MyDrive/all dataset/I am taking medicine/person1/medicine_1.mp4,0
I am taking medicine,person1,medicine_1_aug_3.mp4,/content/drive/MyDrive/all dataset/I am taking medicine/person1/medicine_1_aug_3.mp4,0
I am taking medicine,person1,medicine_1_aug_4.mp4,/content/drive/MyDrive/all dataset/I am taking medicine/person1/medicine_1_aug_4.mp4,0
I am taking medicine,person1,medicine_1_aug_5.mp4,/content/drive/MyDrive/all dataset/I am taking medicine/person1/medicine_1_aug_5.mp4,0
I am taking medicine,person1,medicine_1_aug_6.mp4,/content/drive/MyDrive/all dataset/I am taking medicine/person1/medicine_1_aug_6.mp4,0
I am taking medicine,person1,medicine_1_aug_7.mp4,/content/drive/MyDrive/all dataset/I am taking medicine/person1/medicine_1_aug_7.mp4,0
I am taking medicine,person1,medicine_1_aug_8.mp4,/content/drive/MyDrive/all dataset/I am taking medicine/person1/medicine_1_aug_8.mp4,0
I am taking medicine,person1,medicine_1_aug_9.mp4,/content/drive/MyDrive/all dataset/I am taking medicine/person1/medicine_1_aug_9.mp4,0
I am taking medicine,person1,medicine_1_aug_10.mp4,/content/drive/MyDrive/all dataset/I am taking medicine/person1/medicine_1_aug_10.mp4,0
I am taking medicine,person1,medicine_1_aug_11.mp4,/content/drive/MyDrive/all dataset/I am taking medicine/person1/medicine_1_aug_11.mp4,0
